title,vote_average,vote_count,tür,Tür_0,Tür_1,Tür_2,Tür_3,Tür_4,Tür_5,Tür_6,Tür_7,Tür_8,Tür_9,Tür_10,Tür_11,Tür_12,Tür_13,Tür_14,Tür_15,Tür_16,Tür_17,Tür_18,Tür_19
The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,"['Adventure', 'Fantasy', 'Drama', 'Romance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Happy Feet Two,5.8,373,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Incredible Hulk,6.1,3021,"['Science Fiction', 'Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
The BFG,6.0,1000,"['Adventure', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Revenant,7.3,6396,"['Western', 'Drama', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Turbo,6.1,1074,"['Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango,6.6,2051,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Penguins of Madagascar,6.5,1346,"['Family', 'Animation', 'Adventure', 'Comedy']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
The Bourne Ultimatum,7.3,2888,"['Action', 'Drama', 'Mystery', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Kung Fu Panda,6.9,3145,"['Adventure', 'Animation', 'Family', 'Comedy']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Ant-Man,7.0,5880,"['Science Fiction', 'Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
The Hunger Games: Catching Fire,7.4,6495,"['Adventure', 'Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Home,6.8,1519,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
War of the Worlds,6.2,2322,"['Adventure', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Bad Boys II,6.3,1564,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Puss in Boots,6.4,451,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Salt,6.2,2093,"['Action', 'Mystery', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Noah,5.6,2350,"['Drama', 'Adventure']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Adventures of Tintin,6.7,2061,"['Adventure', 'Animation', 'Mystery']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Harry Potter and the Prisoner of Azkaban,7.7,5877,"['Adventure', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Australia,6.3,694,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
After Earth,5.0,2532,"['Science Fiction', 'Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Dinosaur,6.2,542,"['Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum: Secret of the Tomb,6.1,1851,"['Adventure', 'Comedy', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Megamind,6.7,1918,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Harry Potter and the Philosopher's Stone,7.5,7006,"['Adventure', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R.I.P.D.,5.4,1260,"['Fantasy', 'Action', 'Comedy', 'Crime']",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,"['Adventure', 'Fantasy', 'Action']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 1,6.6,5584,"['Science Fiction', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Da Vinci Code,6.5,2704,"['Thriller', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rio 2,6.3,978,"['Animation', 'Adventure', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
X2,6.8,3506,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Fast Five,7.1,2438,"['Action', 'Thriller', 'Crime']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes: A Game of Shadows,7.0,3886,"['Adventure', 'Action', 'Crime', 'Mystery']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Clash of the Titans,5.6,2233,"['Adventure', 'Fantasy', 'Action']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Total Recall,7.1,1710,"['Action', 'Adventure', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
The 13th Warrior,6.4,510,"['Adventure', 'Fantasy', 'Action']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Bourne Legacy,6.0,2651,"['Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Batman & Robin,4.2,1418,"['Action', 'Crime', 'Fantasy']",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
How the Grinch Stole Christmas,6.2,1386,"['Family', 'Comedy', 'Fantasy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Day After Tomorrow,6.2,2392,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Mission: Impossible II,5.9,1928,"['Adventure', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Perfect Storm,6.2,597,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fantastic 4: Rise of the Silver Surfer,5.4,2589,"['Adventure', 'Fantasy', 'Action', 'Thriller']",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Life of Pi,7.2,5797,"['Adventure', 'Drama', 'Action']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Ghost Rider,5.2,1712,"['Thriller', 'Action', 'Fantasy', 'Horror']",0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jason Bourne,5.9,2341,"['Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Charlie's Angels: Full Throttle,5.2,914,"['Action', 'Adventure', 'Comedy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Prometheus,6.3,5080,"['Science Fiction', 'Adventure', 'Mystery']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Stuart Little 2,5.4,613,"['Family', 'Adventure', 'Animation', 'Comedy']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Elysium,6.4,3439,"['Science Fiction', 'Action', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The Chronicles of Riddick,6.3,1570,"['Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
RoboCop,5.7,2342,"['Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Speed Racer,5.7,354,"['Action', 'Family', 'Science Fiction']",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
How Do You Know,4.9,223,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Knight and Day,5.9,1547,"['Action', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Oblivion,6.4,4800,"['Action', 'Science Fiction', 'Adventure', 'Mystery']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Star Wars: Episode III - Revenge of the Sith,7.1,4116,"['Science Fiction', 'Adventure', 'Action']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Star Wars: Episode II - Attack of the Clones,6.4,3992,"['Adventure', 'Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Monsters, Inc.",7.5,5996,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Wolverine,6.3,4053,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Star Wars: Episode I - The Phantom Menace,6.3,4432,"['Adventure', 'Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
The Croods,6.8,2399,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Asterix at the Olympic Games,5.0,471,"['Fantasy', 'Adventure', 'Comedy', 'Family']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Windtalkers,5.8,341,"['Drama', 'Action', 'History', 'War']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Huntsman: Winter's War,6.0,1523,"['Action', 'Adventure', 'Drama']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Teenage Mutant Ninja Turtles,5.8,2636,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Gravity,7.3,5751,"['Science Fiction', 'Thriller', 'Drama']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Dante's Peak,5.7,428,"['Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963,"['Fantasy', 'Action', 'Adventure', 'Comedy']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Fantastic Four,4.4,2278,"['Action', 'Adventure', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Night at the Museum,6.3,2862,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
San Andreas,6.0,2968,"['Action', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tomorrow Never Dies,6.0,925,"['Adventure', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Patriot,6.8,1099,"['Drama', 'History', 'War', 'Action']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ocean's Twelve,6.4,2124,"['Thriller', 'Crime']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. & Mrs. Smith,6.5,2965,"['Action', 'Comedy', 'Drama', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Insurgent,6.2,3829,"['Adventure', 'Science Fiction', 'Thriller']",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Aviator,7.0,1489,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gulliver's Travels,4.9,621,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Green Hornet,5.5,1251,"['Action', 'Crime', 'Comedy']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300: Rise of an Empire,6.1,2397,"['Action', 'War']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Smurfs,5.5,1179,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Home on the Range,5.7,389,"['Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Allegiant,5.9,1998,"['Adventure', 'Science Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Real Steel,6.6,2692,"['Action', 'Science Fiction', 'Drama']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The Smurfs 2,5.5,695,"['Fantasy', 'Family', 'Comedy', 'Animation']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Speed 2: Cruise Control,4.1,434,"['Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ender's Game,6.6,2303,"['Science Fiction', 'Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Live Free or Die Hard,6.4,2089,"['Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,8.0,8705,"['Adventure', 'Fantasy', 'Action']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Around the World in 80 Days,5.7,672,"['Action', 'Adventure', 'Comedy']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Ali,6.7,447,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Cat in the Hat,4.9,366,"['Comedy', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I, Robot",6.7,3793,"['Action', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Kingdom of Heaven,6.6,1157,"['Drama', 'Action', 'Adventure', 'History', 'War']",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Stuart Little,5.8,959,"['Animation', 'Fantasy', 'Family', 'Comedy']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Princess and the Frog,6.7,1247,"['Romance', 'Family', 'Animation', 'Music']",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
The Martian,7.6,7268,"['Drama', 'Adventure', 'Science Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
The Island,6.5,1770,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Town & Country,3.7,16,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gone in Sixty Seconds,6.1,1485,"['Action', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gladiator,7.9,5439,"['Action', 'Drama', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Minority Report,7.1,2608,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Harry Potter and the Chamber of Secrets,7.4,5815,"['Adventure', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Casino Royale,7.3,3855,"['Adventure', 'Action', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Planet of the Apes,5.6,1243,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Terminator 2: Judgment Day,7.7,4185,"['Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Public Enemies,6.5,1344,"['History', 'Crime', 'Drama']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
American Gangster,7.4,1502,"['Drama', 'Crime']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
True Lies,6.8,1116,"['Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Taking of Pelham 1 2 3,6.2,954,"['Thriller', 'Drama', 'Crime']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Little Fockers,5.4,1060,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Other Guys,6.1,1383,"['Action', 'Comedy', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Eraser,5.6,543,"['Action', 'Drama', 'Mystery', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Django Unchained,7.8,10099,"['Drama', 'Western']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Hunchback of Notre Dame,6.8,1129,"['Drama', 'Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Emperor's New Groove,7.2,1490,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
The Expendables 2,6.1,2896,"['Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
National Treasure,6.4,1926,"['Adventure', 'Action', 'Thriller', 'Mystery']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Eragon,4.9,967,"['Fantasy', 'Action', 'Adventure', 'Family']",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Where the Wild Things Are,6.4,572,"['Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic,6.4,1121,"['Animation', 'Adventure', 'Family', 'Fantasy']",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Tourist,6.0,1699,"['Action', 'Thriller', 'Romance']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
End of Days,5.5,482,"['Action', 'Fantasy', 'Horror', 'Mystery']",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Blood Diamond,7.3,2281,"['Drama', 'Thriller', 'Action']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Wolf of Wall Street,7.9,6571,"['Crime', 'Drama', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Batman Forever,5.2,1498,"['Action', 'Crime', 'Fantasy']",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Starship Troopers,6.7,1560,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Cloud Atlas,6.6,2977,"['Drama', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,"['Animation', 'Adventure', 'Family', 'Fantasy']",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Catwoman,4.2,808,"['Action', 'Crime']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hercules,5.6,1680,"['Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Treasure Planet,7.2,948,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Land of the Lost,5.3,381,"['Adventure', 'Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
The Expendables 3,6.1,1795,"['Action', 'Adventure', 'Thriller']",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Point Break,5.5,783,"['Action', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Son of the Mask,3.6,338,"['Fantasy', 'Comedy', 'Family', 'Adventure']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
In the Heart of the Sea,6.5,1276,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Adventures of Pluto Nash,4.4,142,"['Action', 'Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Green Zone,6.4,717,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
The Peanuts Movie,6.5,604,['Animation'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Spanish Prisoner,7.1,73,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
The Mummy Returns,6.0,2206,"['Adventure', 'Action', 'Fantasy']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gangs of New York,7.1,1910,"['Drama', 'History', 'Crime']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Flowers of War,7.1,187,"['Drama', 'History', 'War']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Surf's Up,5.9,601,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Stepford Wives,5.4,334,"['Action', 'Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Black Hawk Down,7.2,1811,"['Action', 'History', 'War']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Campaign,5.6,578,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Fifth Element,7.3,3885,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Sex and the City 2,5.4,426,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
The Road to El Dorado,7.0,858,"['Adventure', 'Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Ice Age: Continental Drift,6.2,2672,"['Animation', 'Comedy', 'Adventure', 'Family']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Cinderella,6.7,2374,"['Romance', 'Fantasy', 'Family', 'Drama']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
The Lovely Bones,6.6,1065,"['Fantasy', 'Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Finding Nemo,7.6,6122,"['Animation', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Return of the King,8.1,8064,"['Adventure', 'Fantasy', 'Action']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Two Towers,8.0,7487,"['Adventure', 'Fantasy', 'Action']",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Seventh Son,5.2,957,"['Adventure', 'Fantasy']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lara Croft: Tomb Raider,5.7,2192,"['Adventure', 'Fantasy', 'Action', 'Thriller']",0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Transcendence,5.9,2295,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Jurassic Park III,5.7,2077,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Rise of the Planet of the Apes,7.0,4347,"['Thriller', 'Action', 'Drama', 'Science Fiction']",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The Spiderwick Chronicles,6.3,572,"['Adventure', 'Family', 'Fantasy']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Good Day to Die Hard,5.2,3493,"['Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Alamo,5.8,106,"['Western', 'History', 'War']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Incredibles,7.4,5152,"['Action', 'Adventure', 'Animation', 'Family']",0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Cutthroat Island,5.7,136,"['Action', 'Adventure']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Percy Jackson & the Olympians: The Lightning Thief,6.0,2010,"['Adventure', 'Fantasy', 'Family']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Men in Black,6.9,4412,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Toy Story 2,7.3,3806,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Unstoppable,6.3,1165,"['Action', 'Thriller']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rush Hour 2,6.4,1054,"['Action', 'Comedy', 'Crime', 'Thriller']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
What Lies Beneath,6.3,488,"['Drama', 'Horror', 'Mystery', 'Thriller']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Cloudy with a Chance of Meatballs,6.5,1747,"['Animation', 'Comedy', 'Family']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ice Age: Dawn of the Dinosaurs,6.5,2271,"['Animation', 'Comedy', 'Family', 'Adventure']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
